text,year,month,day_of_month,day_of_week,hour_of_day
"Going forward, accounts engaged in parody must include “parody” in their name, not just in bio",2022,11,11,5,1
"Even I paid $8, no discount",2022,11,10,4,23
Usage of Twitter continues to rise. One thing is for sure: it isn’t boring!,2022,11,10,4,19
You should be able to change your name now,2022,11,10,4,19
I’d watch that movie 🍿,2022,11,10,4,18
Community Notes is a gamechanger for improving accuracy on Twitter!,2022,11,10,4,18
FSD V11 rolled out at 11:11pm Pacific,2022,11,12,6,7
Twitter is,2022,11,12,6,7
Not sure I have much to add,2022,11,12,6,6
FTX meltdown/ransack being tracked in real-time on Twitter,2022,11,12,6,6
It’s coming,2022,11,12,6,0
"Accurate. He set off my bs detector, which is why I did not think he had $3B.",2022,11,12,6,0
We’re adding a “Parody” subscript to clarify,2022,11,11,5,23
"Full answer to insulin price question is complex. Short answer is that original insulin, discovered…",2022,11,11,5,23
It used to be: “Internet guy will fail at rockets/cars!” Now it is: “Rockets/cars guy will fail a…,2022,11,11,5,18
Maybe should be default off? Subscriber is a way better name.,2022,11,11,5,18
"Mainstream media will still thrive, but increased competition from citizens will cause them to be more accurate, as…",2022,11,11,5,18
True,2022,11,11,5,17
This is from the video arcade &amp; bar area,2022,11,11,5,17
Interesting,2022,11,11,5,17
"As Twitter pursues the goal of elevating citizen journalism, media elite will try everything to stop that from happening",2022,11,11,5,17
What is Quill?,2022,11,11,5,16
Twitter HQ is great (this is a real pic),2022,11,11,5,16
Twitter HQ is great (this is a real pic),2022,11,11,5,16
"When rolls out worldwide, it will have a powerful impact on falsehoods",2022,11,11,5,16
False,2022,11,11,5,15
"I hope they keep cursing me on Twitter, as it increases advertising revenue!",2022,11,13,7,19
We will enable organizations to manage affiliations,2022,11,13,7,18
"Output of any company is the vector sum of people within it. Someone may be a strong vector, but ne…",2022,11,13,7,18
"Btw, I’d like to apologize for Twitter being super slow in many countries. App is doing &gt;1000 poorly batched RPCs j…",2022,11,13,7,18
Cool :),2022,11,13,7,17
"Ultimately, I think there is no choice but for Twitter to be the final arbiter, but I’m open to suggestions",2022,11,13,7,17
"Rolling out soon, Twitter will enable organizations to identify which other Twitter accounts are actually associated with them",2022,11,13,7,17
Coming soon,2022,11,13,7,17
"Amphetamines negatively affect empathy, psychedelics do the opposite",2022,11,13,7,17
Are you suggesting the Senator will abuse his political power to attack me?,2022,11,13,7,17
Twitter rocks,2022,11,13,7,17
What matters is that you love them,2022,11,13,7,17
Twitter feels increasingly alive,2022,11,13,7,17
I like both you and Mike! It’s just that Twitter at its…,2022,11,13,7,17
And why does your pp have a mask!?,2022,11,13,7,15
Perhaps it is because your real account sounds like a parody?,2022,11,13,7,15
Rollout will broaden roughly every week,2022,11,13,7,5
Fond memories,2022,11,13,7,5
Probably next month,2022,11,13,7,5
Going without saying that we all want ASS (Actually Smart Summon) ASAP!!,2022,11,13,7,5
No way,2022,11,13,7,5
Making Tesla Superchargers &amp; connectors available to all is the right thing to do,2022,11,13,7,1
Spaces should be evolve. It has potential to be truly great.,2022,11,13,7,0
Probably end of next week,2022,11,13,7,0
My reaction to SBF was … different,2022,11,13,7,0
Twitter at its best!,2022,11,13,7,0
"This is false. Anyone who can be in office, should be. However, if not logistically possible or they hav…",2022,11,12,6,23
Order at,2022,11,12,6,23
wen doc series?,2022,11,12,6,23
Exactly,2022,11,12,6,23
Cool,2022,11,12,6,22
"Given all that is in V11, it will take a few weeks to expand the beta, then another few weeks to go…",2022,11,12,6,17
That’s what I said!,2022,11,14,1,16
"In some parts of the world, refresh takes 30 seconds",2022,11,14,1,15
How many serial requests are made by app to refresh timeline?,2022,11,14,1,15
And we will finally stop adding what device a tweet was written on (waste of screen space &amp; compute) be…,2022,11,14,1,15
Part of today will be turning off the “microservices” bloatware. Less than 20% are actually needed for Twitter to work!,2022,11,14,1,15
"I was told ~1200 RPCs independently by several engineers at Twitter, which matches # of microservices.…",2022,11,14,1,15
That is not good,2022,11,14,1,14
This is up to the Tesla board,2022,11,14,1,14
Can you cite specific instances of significance?,2022,11,14,1,14
I have Tesla covered too. Will be there part of this week.,2022,11,14,1,14
That’s the bizarre part,2022,11,14,1,14
How was it proven?,2022,11,14,1,14
"Yay, he’s investing in Tesla!",2022,11,14,1,14
…,2022,11,14,1,14
I’m ready through the list right now,2022,11,14,1,14
"True, the food is great. The fact that you don’t realize that there are up to 1200 “micr…",2022,11,14,1,14
Interesting,2022,11,14,1,13
It’s on my list to review. How urgent is this?,2022,11,14,1,13
That is my philosophy,2022,11,14,1,13
Umm … no,2022,11,14,1,10
SpaceX Starlink bought a tiny – not large – ad package to test effectiveness of Twitter adve…,2022,11,14,1,10
End of week,2022,11,14,1,8
Join Twitter!,2022,11,14,1,7
Comments in this thread had me rofl,2022,11,14,1,7
Something tells me this would work 🧠,2022,11,14,1,7
That goes without saying 🤣,2022,11,14,1,6
"BTC will make it, but might be a long winter",2022,11,14,1,6
Concerning,2022,11,14,1,6
Accurate assessment,2022,11,14,1,4
Great movie,2022,11,14,1,4
Are FB followed real?,2022,11,14,1,4
Damn,2022,11,14,1,3
Good summary!,2022,11,14,1,2
Will look into it,2022,11,14,1,1
Twitter is super slow on Android. What have you done to fix that?,2022,11,13,7,23
Then please correct me. What is the right number?,2022,11,13,7,23
"False. Twitter spends $13M/year on food service for SF HQ. Badge in records show peak occupancy was 25%, av…",2022,11,13,7,23
Increasing granularity about what “verified” actually means is the right move,2022,11,13,7,21
I think you’re great,2022,11,13,7,20
I can’t tell,2022,11,13,7,20
Especially bizarre given that almost no one came to the office. Estimated cost per lunch served in past 12 months is &gt;$400.,2022,11,13,7,20
"With new release, changing your verified name will cause loss of checkmark until name is confirmed…",2022,11,15,2,23
Punting relaunch of Blue Verified to November 29th to make sure that it is rock solid,2022,11,15,2,23
"Much appreciated, SpaceX will not let NASA down!",2022,11,15,2,22
Welcoming back Ligma &amp; Johnson!,2022,11,15,2,20
"This is just as a result of people living longer. Population collapse is already built-in, due to drama…",2022,11,15,2,19
False,2022,11,15,2,19
Much appreciated,2022,11,15,2,19
Schrep is great,2022,11,15,2,18
A tragic case of adult onset Tourette’s,2022,11,15,2,18
You make a compelling case,2022,11,15,2,18
The injustice of it all 😭😭,2022,11,15,2,17
Seriously,2022,11,15,2,17
Ligma &amp; Johnson are welcome back anytime,2022,11,15,2,17
(cue Obama giving himself a medal meme),2022,11,15,2,17
Server control team knows because they stop working from time to time. That’s why they have the “critical 40” list.,2022,11,15,2,17
"True. Server side can (and has been) brute-forced, but that can’t solve weak Internet connections &amp; older p…",2022,11,15,2,17
"Starlink is rebuilding the Internet in space, so maybe I know slightly more than some guy who wrote code for a website",2022,11,15,2,17
"Twitter is very slow in India, Indonesia &amp; many other countries. This is fact, not “claim”. 10 to 15 secs…",2022,11,15,2,16
Mr. Munger’s words are much appreciated,2022,11,15,2,16
Malenia battle was next-level intense,2022,11,15,2,10
"Yes, although it seemed almost impossible at times",2022,11,15,2,10
The ratings on this simulation are incredible,2022,11,15,2,10
Definitely,2022,11,15,2,10
Why is Twitter unusably slow in many countries? Seems odd that this would be bandwidth only.,2022,11,15,2,10
"Yeah, I hate it",2022,11,15,2,9
"By the People, For the People",2022,11,15,2,9
Twitter is All the News,2022,11,15,2,9
"Next test is ~20 sec firing with max oxygen fill to test autogenous pressurization, possibly one m…",2022,11,15,2,8
Test went well,2022,11,15,2,8
Why the puff piece ?,2022,11,15,2,3
Good question,2022,11,14,1,20
Did seem a little Dr Evil tbh haha,2022,11,14,1,20
"This is an external analysis, not from Twitter. It is lower than Twitter’s published mDAU.",2022,11,14,1,20
Full test duration of 14 engines,2022,11,14,1,18
Recent trend is promising,2022,11,14,1,18
"Wait a second, how do we know you’re not an alien body snatcher pretending to be Jimmy!? Say somethi…",2022,11,16,3,18
Why is that?,2022,11,16,3,17
Sounds like a job for !,2022,11,16,3,17
"To heir is human, to forgive, divine (something like that)",2022,11,16,3,13
Fix what?,2022,11,16,3,13
Maybe,2022,11,16,3,13
Congratulations!!,2022,11,16,3,8
X will be the everything app,2022,11,16,3,7
I’m the taint haha,2022,11,16,3,7
"Yeah, next-level 🤣🤣",2022,11,16,3,7
Fasting + Ozempic/Wegovy + no tasty food near me,2022,11,16,3,6
Down 30 lbs!,2022,11,16,3,6
"My apologies, this will be fixed within a week, two at most",2022,11,16,3,5
Agreed. What will matter in the future is how many Verified followers you have.,2022,11,16,3,5
We’ll widen V11 beta before Thanksgiving,2022,11,16,3,1
Hard to say who’s celeb &amp; who isn’t. Being able to sort by follower count &amp; disallowing deli…,2022,11,16,3,1
All unpaid legacy Blue checkmarks will be removed in a few months,2022,11,16,3,0
False,2022,11,15,2,23
Interesting thread,2022,11,15,2,22
Important to admit when I’m wrong &amp; firing them was truly one of my biggest mistakes,2022,11,15,2,20
Actual Silicon Valley is way crazier!,2022,11,15,2,19
I would like to apologize for firing these geniuses. Their immense talent will no doubt be of great use elsewhere.,2022,11,15,2,17
Exactly,2022,11,15,2,17
"There are ~1200 “microservices” server side, of which ~40 are critical to Twitter working at all, according…",2022,11,15,2,16
We’re working on something that should rank replies automatically,2022,11,17,4,15
Twitter is like open-sourcing the news,2022,11,17,4,15
Probably,2022,11,17,4,15
"SBF is ineffective altruism, but they thought he was saying he was in effective altruism. Easy misunderstanding.",2022,11,17,4,15
I don’t wanna brag but … it’s true,2022,11,17,4,15
Definitely,2022,11,17,4,8
Not to mention the sickkk memes lol,2022,11,17,4,8
Coverage of FTX meltdown is incomparably faster *and* better quality on Twitter than old-school media,2022,11,17,4,8
Ability to do long tweets coming soon,2022,11,17,4,7
"It’s not his fault, society is to blame. Arrest society!",2022,11,17,4,6
I believe in vice-signaling,2022,11,17,4,3
"Correct. I will continue to run Twitter until it is in a strong place, which will take some time.",2022,11,17,4,3
Magic 🎱 knows all,2022,11,17,4,3
Literally working on that tonight,2022,11,17,4,3
People have no idea how fast Twitter will evolve,2022,11,16,3,22
"Sure, let’s talk.",2022,11,16,3,20
First World Cup match on Sunday! Watch on Twitter for best coverage &amp; real-time commentary.,2022,11,18,5,22
Exactly,2022,11,18,5,21
Thanks Marc ❤️,2022,11,18,5,21
"Note, this applies just to the individual tweet, not the whole account",2022,11,18,5,18
If only there had been a way … 🤣🤣,2022,11,18,5,18
"Kathie Griffin, Jorden Peterson &amp; Babylon Bee have been reinstated. Trump decision has not yet been made.",2022,11,18,5,18
"New Twitter policy is freedom of speech, but not freedom of reach. Negative/hate tweets will be max deboosted &amp; de…",2022,11,18,5,18
Freedom Fridays …,2022,11,18,5,18
Jazz hands 🤗,2022,11,18,5,18
What should Twitter do next?,2022,11,18,5,17
You don’t say …,2022,11,18,5,16
Of course not ❤️,2022,11,18,5,15
I stand corrected!,2022,11,18,5,15
You’re welcome,2022,11,18,5,9
"Record numbers of users are logging in to see if Twitter is dead, ironically making it more alive than ever!",2022,11,18,5,9
Seriously,2022,11,18,5,8
Let that sink in …,2022,11,18,5,4
And … we just hit another all-time high in Twitter usage lol,2022,11,18,5,4
"The best people are staying, so I’m not super worried",2022,11,18,5,3
"Don’t wanna jinx it, but there’s a chance we can keep Twitter alive …",2022,11,18,5,3
Thanks for helping out. You’re a lifesaver!,2022,11,18,5,3
Thanks!,2022,11,18,5,1
How do you make a small fortune in social media? Start out with a large one.,2022,11,18,5,1
"The media constantly writing about Twitter is driving usage to all-time highs, so it’s fine by me!",2022,11,17,4,23
Cybertruck is something special that comes along once in a long while,2022,11,17,4,20
Current class-action law is actually a massive tax on the American people and desperately needs reform. I…,2022,11,17,4,17
